Moves,Pokemon,Type,Category,estPower
Charm,Woobat,Fairy,Status,0.0
Fake Tears,Woobat,Dark,Status,0.0
Flatter,Woobat,Dark,Status,0.0
Helping Hand,Woobat,Normal,Status,0.0
Knock Off,Woobat,Dark,Physical,65.0
Psycho Shift,Woobat,Psychic,Status,0.0
Roost,Woobat,Flying,Status,0.0
Stored Power,Woobat,Psychic,Special,20.0
Supersonic,Woobat,Normal,Status,0.0
Synchronoise,Woobat,Psychic,Special,120.0
Venom Drench,Woobat,Poison,Status,0.0
After You,Woobat,Normal,Status,0.0
Ally Switch,Woobat,Psychic,Status,0.0
Defog,Woobat,Flying,Status,0.0
Endeavor,Woobat,Normal,Physical,0.0
Giga Drain,Woobat,Grass,Special,75.0
Heat Wave,Woobat,Fire,Special,85.5
Helping Hand,Woobat,Normal,Status,0.0
Knock Off,Woobat,Dark,Physical,65.0
Magic Coat,Woobat,Psychic,Status,0.0
Shock Wave,Woobat,Electric,Special,60.0
Signal Beam,Woobat,Bug,Special,75.0
Skill Swap,Woobat,Psychic,Status,0.0
Snore,Woobat,Normal,Special,50.0
Super Fang,Woobat,Normal,Physical,0.0
Tailwind,Woobat,Flying,Status,0.0
Telekinesis,Woobat,Psychic,Status,0.0
Trick,Woobat,Psychic,Status,0.0
Uproar,Woobat,Normal,Special,90.0
Zen Headbutt,Woobat,Psychic,Physical,72.0
Psyshock,Woobat,Psychic,Special,80.0
Calm Mind,Woobat,Psychic,Status,0.0
Toxic,Woobat,Poison,Status,0.0
Hidden Power,Woobat,Normal,Special,60.0
Taunt,Woobat,Dark,Status,0.0
Light Screen,Woobat,Psychic,Status,0.0
Protect,Woobat,Normal,Status,0.0
Rain Dance,Woobat,Water,Status,0.0
Roost,Woobat,Flying,Status,0.0
Safeguard,Woobat,Normal,Status,0.0
Frustration,Woobat,Normal,Physical,0.0
Return,Woobat,Normal,Physical,0.0
Psychic,Woobat,Psychic,Special,90.0
Shadow Ball,Woobat,Ghost,Special,80.0
Double Team,Woobat,Normal,Status,0.0
Reflect,Woobat,Psychic,Status,0.0
Aerial Ace,Woobat,Flying,Physical,60.0
Torment,Woobat,Dark,Status,0.0
Facade,Woobat,Normal,Physical,70.0
Rest,Woobat,Psychic,Status,0.0
Attract,Woobat,Normal,Status,0.0
Thief,Woobat,Dark,Physical,60.0
Round,Woobat,Normal,Special,60.0
Steel Wing,Woobat,Steel,Physical,63.0
Energy Ball,Woobat,Grass,Special,90.0
Charge Beam,Woobat,Electric,Special,45.0
Acrobatics,Woobat,Flying,Physical,55.0
Embargo,Woobat,Dark,Status,0.0
Thunder Wave,Woobat,Electric,Status,0.0
Gyro Ball,Woobat,Steel,Physical,0.0
Fly,Woobat,Flying,Physical,85.5
Psych Up,Woobat,Normal,Status,0.0
Dream Eater,Woobat,Psychic,Special,100.0
Swagger,Woobat,Normal,Status,0.0
Sleep Talk,Woobat,Normal,Status,0.0
U-turn,Woobat,Bug,Physical,70.0
Substitute,Woobat,Normal,Status,0.0
Trick Room,Woobat,Psychic,Status,0.0
Confide,Woobat,Normal,Status,0.0
Pluck,Woobat,Flying,Physical,60.0
Flash,Woobat,Normal,Status,0.0
Secret Power,Woobat,Normal,Physical,70.0
Assurance,Swoobat,Dark,Physical,60.0
Confusion,Swoobat,Psychic,Special,50.0
Gust,Swoobat,Flying,Special,40.0
Odor Sleuth,Swoobat,Normal,Status,0.0
Odor Sleuth,Swoobat,Normal,Status,0.0
Gust,Swoobat,Flying,Special,40.0
Assurance,Swoobat,Dark,Physical,60.0
Heart Stamp,Swoobat,Psychic,Physical,60.0
Imprison,Swoobat,Psychic,Status,0.0
Air Cutter,Swoobat,Flying,Special,57.0
Attract,Swoobat,Normal,Status,0.0
Amnesia,Swoobat,Psychic,Status,0.0
Calm Mind,Swoobat,Psychic,Status,0.0
Air Slash,Swoobat,Flying,Special,71.25
Future Sight,Swoobat,Psychic,Special,120.0
Psychic,Swoobat,Psychic,Special,90.0
Endeavor,Swoobat,Normal,Physical,0.0
Captivate,Swoobat,Normal,Status,0.0
Charm,Swoobat,Fairy,Status,0.0
Fake Tears,Swoobat,Dark,Status,0.0
Flatter,Swoobat,Dark,Status,0.0
Helping Hand,Swoobat,Normal,Status,0.0
Knock Off,Swoobat,Dark,Physical,65.0
Psycho Shift,Swoobat,Psychic,Status,0.0
Roost,Swoobat,Flying,Status,0.0
Stored Power,Swoobat,Psychic,Special,20.0
Supersonic,Swoobat,Normal,Status,0.0
Synchronoise,Swoobat,Psychic,Special,120.0
Venom Drench,Swoobat,Poison,Status,0.0
After You,Swoobat,Normal,Status,0.0
Ally Switch,Swoobat,Psychic,Status,0.0
Defog,Swoobat,Flying,Status,0.0
Endeavor,Swoobat,Normal,Physical,0.0
Giga Drain,Swoobat,Grass,Special,75.0
Heat Wave,Swoobat,Fire,Special,85.5
Helping Hand,Swoobat,Normal,Status,0.0
Knock Off,Swoobat,Dark,Physical,65.0
Laser Focus,Swoobat,Normal,Status,0.0
Magic Coat,Swoobat,Psychic,Status,0.0
Shock Wave,Swoobat,Electric,Special,60.0
Signal Beam,Swoobat,Bug,Special,75.0
Skill Swap,Swoobat,Psychic,Status,0.0
Sky Attack,Swoobat,Flying,Physical,180.0
Snore,Swoobat,Normal,Special,50.0
Super Fang,Swoobat,Normal,Physical,0.0
Tailwind,Swoobat,Flying,Status,0.0
Telekinesis,Swoobat,Psychic,Status,0.0
Trick,Swoobat,Psychic,Status,0.0
Uproar,Swoobat,Normal,Special,90.0
Zen Headbutt,Swoobat,Psychic,Physical,72.0
Psyshock,Swoobat,Psychic,Special,80.0
Calm Mind,Swoobat,Psychic,Status,0.0
Toxic,Swoobat,Poison,Status,0.0
Hidden Power,Swoobat,Normal,Special,60.0
Taunt,Swoobat,Dark,Status,0.0
Hyper Beam,Swoobat,Normal,Special,135.0
Light Screen,Swoobat,Psychic,Status,0.0
Protect,Swoobat,Normal,Status,0.0
Rain Dance,Swoobat,Water,Status,0.0
Roost,Swoobat,Flying,Status,0.0
Safeguard,Swoobat,Normal,Status,0.0
Frustration,Swoobat,Normal,Physical,0.0
Return,Swoobat,Normal,Physical,0.0
Psychic,Swoobat,Psychic,Special,90.0
Shadow Ball,Swoobat,Ghost,Special,80.0
Double Team,Swoobat,Normal,Status,0.0
Reflect,Swoobat,Psychic,Status,0.0
Aerial Ace,Swoobat,Flying,Physical,60.0
Torment,Swoobat,Dark,Status,0.0
Facade,Swoobat,Normal,Physical,70.0
Rest,Swoobat,Psychic,Status,0.0
Attract,Swoobat,Normal,Status,0.0
Thief,Swoobat,Dark,Physical,60.0
Round,Swoobat,Normal,Special,60.0
Steel Wing,Swoobat,Steel,Physical,63.0
Energy Ball,Swoobat,Grass,Special,90.0
Charge Beam,Swoobat,Electric,Special,45.0
Acrobatics,Swoobat,Flying,Physical,55.0
Embargo,Swoobat,Dark,Status,0.0
Giga Impact,Swoobat,Normal,Physical,135.0
Thunder Wave,Swoobat,Electric,Status,0.0
Gyro Ball,Swoobat,Steel,Physical,0.0
Fly,Swoobat,Flying,Physical,85.5
Psych Up,Swoobat,Normal,Status,0.0
Dream Eater,Swoobat,Psychic,Special,100.0
Swagger,Swoobat,Normal,Status,0.0
Sleep Talk,Swoobat,Normal,Status,0.0
U-turn,Swoobat,Bug,Physical,70.0
Substitute,Swoobat,Normal,Status,0.0
Trick Room,Swoobat,Psychic,Status,0.0
Confide,Swoobat,Normal,Status,0.0
Pluck,Swoobat,Flying,Physical,60.0
Flash,Swoobat,Normal,Status,0.0
Secret Power,Swoobat,Normal,Physical,70.0
Mud Sport,Drilbur,Ground,Status,0.0
Scratch,Drilbur,Normal,Physical,40.0
Rapid Spin,Drilbur,Normal,Physical,20.0
Mud-Slap,Drilbur,Ground,Special,20.0
Fury Swipes,Drilbur,Normal,Physical,14.4
Metal Claw,Drilbur,Steel,Physical,47.5
Dig,Drilbur,Ground,Physical,80.0
Hone Claws,Drilbur,Dark,Status,0.0
Slash,Drilbur,Normal,Physical,70.0
Rock Slide,Drilbur,Rock,Physical,67.5
Earthquake,Drilbur,Ground,Physical,100.0
Swords Dance,Drilbur,Normal,Status,0.0
Sandstorm,Drilbur,Rock,Status,0.0
Drill Run,Drilbur,Ground,Physical,76.0
Fissure,Drilbur,Ground,Physical,0.0
Crush Claw,Drilbur,Normal,Physical,71.25
Earth Power,Drilbur,Ground,Special,90.0
Iron Defense,Drilbur,Steel,Status,0.0
Metal Sound,Drilbur,Steel,Status,0.0
Rapid Spin,Drilbur,Normal,Physical,20.0
Rock Climb,Drilbur,Normal,Physical,76.5
Skull Bash,Drilbur,Normal,Physical,130.0
Submission,Drilbur,Fighting,Physical,64.0
Drill Run,Drilbur,Ground,Physical,76.0
Earth Power,Drilbur,Ground,Special,90.0
Iron Defense,Drilbur,Steel,Status,0.0
Snore,Drilbur,Normal,Special,50.0
Stealth Rock,Drilbur,Rock,Status,0.0
Toxic,Drilbur,Poison,Status,0.0
Hidden Power,Drilbur,Normal,Special,60.0
Protect,Drilbur,Normal,Status,0.0
Frustration,Drilbur,Normal,Physical,0.0
Earthquake,Drilbur,Ground,Physical,100.0
Return,Drilbur,Normal,Physical,0.0
Brick Break,Drilbur,Fighting,Physical,75.0
Double Team,Drilbur,Normal,Status,0.0
Sludge Bomb,Drilbur,Poison,Special,90.0
Sandstorm,Drilbur,Rock,Status,0.0
Rock Tomb,Drilbur,Rock,Physical,57.0
Aerial Ace,Drilbur,Flying,Physical,60.0
Facade,Drilbur,Normal,Physical,70.0
Rest,Drilbur,Psychic,Status,0.0
Attract,Drilbur,Normal,Status,0.0
Round,Drilbur,Normal,Special,60.0
Fling,Drilbur,Dark,Physical,0.0
Shadow Claw,Drilbur,Ghost,Physical,70.0
Swords Dance,Drilbur,Normal,Status,0.0
Bulldoze,Drilbur,Ground,Physical,60.0
Rock Slide,Drilbur,Rock,Physical,67.5
X-Scissor,Drilbur,Bug,Physical,80.0
Poison Jab,Drilbur,Poison,Physical,80.0
Swagger,Drilbur,Normal,Status,0.0
Sleep Talk,Drilbur,Normal,Status,0.0
Substitute,Drilbur,Normal,Status,0.0
Confide,Drilbur,Normal,Status,0.0
Rock Smash,Drilbur,Fighting,Physical,40.0
Secret Power,Drilbur,Normal,Physical,70.0
Cut,Drilbur,Normal,Physical,47.5
Strength,Drilbur,Normal,Physical,80.0
Horn Drill,Excadrill,Normal,Physical,0.0
Mud-Slap,Excadrill,Ground,Special,20.0
Mud Sport,Excadrill,Ground,Status,0.0
Rapid Spin,Excadrill,Normal,Physical,20.0
Rototiller,Excadrill,Ground,Status,0.0
Scratch,Excadrill,Normal,Physical,40.0
Rapid Spin,Excadrill,Normal,Physical,20.0
Mud-Slap,Excadrill,Ground,Special,20.0
Fury Swipes,Excadrill,Normal,Physical,14.4
Metal Claw,Excadrill,Steel,Physical,47.5
Dig,Excadrill,Ground,Physical,80.0
Hone Claws,Excadrill,Dark,Status,0.0
Slash,Excadrill,Normal,Physical,70.0
Rock Slide,Excadrill,Rock,Physical,67.5
Earthquake,Excadrill,Ground,Physical,100.0
Swords Dance,Excadrill,Normal,Status,0.0
Sandstorm,Excadrill,Rock,Status,0.0
Drill Run,Excadrill,Ground,Physical,76.0
Fissure,Excadrill,Ground,Physical,0.0
Crush Claw,Excadrill,Normal,Physical,71.25
Earth Power,Excadrill,Ground,Special,90.0
Iron Defense,Excadrill,Steel,Status,0.0
Metal Sound,Excadrill,Steel,Status,0.0
Rapid Spin,Excadrill,Normal,Physical,20.0
Rock Climb,Excadrill,Normal,Physical,76.5
Skull Bash,Excadrill,Normal,Physical,130.0
Submission,Excadrill,Fighting,Physical,64.0
Drill Run,Excadrill,Ground,Physical,76.0
Earth Power,Excadrill,Ground,Special,90.0
Iron Defense,Excadrill,Steel,Status,0.0
Iron Head,Excadrill,Steel,Physical,80.0
Magnet Rise,Excadrill,Electric,Status,0.0
Snore,Excadrill,Normal,Special,50.0
Stealth Rock,Excadrill,Rock,Status,0.0
Stomping Tantrum,Excadrill,Ground,Physical,75.0
Toxic,Excadrill,Poison,Status,0.0
Hidden Power,Excadrill,Normal,Special,60.0
Hyper Beam,Excadrill,Normal,Special,135.0
Protect,Excadrill,Normal,Status,0.0
Frustration,Excadrill,Normal,Physical,0.0
Earthquake,Excadrill,Ground,Physical,100.0
Return,Excadrill,Normal,Physical,0.0
Brick Break,Excadrill,Fighting,Physical,75.0
Double Team,Excadrill,Normal,Status,0.0
Sludge Bomb,Excadrill,Poison,Special,90.0
Sandstorm,Excadrill,Rock,Status,0.0
Rock Tomb,Excadrill,Rock,Physical,57.0
Aerial Ace,Excadrill,Flying,Physical,60.0
Facade,Excadrill,Normal,Physical,70.0
Rest,Excadrill,Psychic,Status,0.0
Attract,Excadrill,Normal,Status,0.0
Round,Excadrill,Normal,Special,60.0
Focus Blast,Excadrill,Fighting,Special,84.0
Fling,Excadrill,Dark,Physical,0.0
Brutal Swing,Excadrill,Dark,Physical,60.0
Shadow Claw,Excadrill,Ghost,Physical,70.0
Smart Strike,Excadrill,Steel,Physical,70.0
Giga Impact,Excadrill,Normal,Physical,135.0
Swords Dance,Excadrill,Normal,Status,0.0
Bulldoze,Excadrill,Ground,Physical,60.0
Rock Slide,Excadrill,Rock,Physical,67.5
X-Scissor,Excadrill,Bug,Physical,80.0
Poison Jab,Excadrill,Poison,Physical,80.0
Swagger,Excadrill,Normal,Status,0.0
Sleep Talk,Excadrill,Normal,Status,0.0
Substitute,Excadrill,Normal,Status,0.0
Confide,Excadrill,Normal,Status,0.0
Rock Smash,Excadrill,Fighting,Physical,40.0
Secret Power,Excadrill,Normal,Physical,70.0
Cut,Excadrill,Normal,Physical,47.5
Strength,Excadrill,Normal,Physical,80.0
Growl,Audino,Normal,Status,0.0
Helping Hand,Audino,Normal,Status,0.0
Hyper Voice,Audino,Normal,Special,90.0
Last Resort,Audino,Normal,Physical,140.0
Misty Terrain,Audino,Fairy,Status,0.0
Play Nice,Audino,Normal,Status,0.0
Pound,Audino,Normal,Physical,40.0
Baby-Doll Eyes,Audino,Fairy,Status,0.0
Refresh,Audino,Normal,Status,0.0
Disarming Voice,Audino,Fairy,Special,40.0
Double Slap,Audino,Normal,Physical,12.75
Attract,Audino,Normal,Status,0.0
Secret Power,Audino,Normal,Physical,70.0
Entrainment,Audino,Normal,Status,0.0
Take Down,Audino,Normal,Physical,76.5
Heal Pulse,Audino,Psychic,Status,0.0
After You,Audino,Normal,Status,0.0
Simple Beam,Audino,Normal,Status,0.0
Double-Edge,Audino,Normal,Physical,120.0
Hyper Voice,Audino,Normal,Special,90.0
Last Resort,Audino,Normal,Physical,140.0
Amnesia,Audino,Psychic,Status,0.0
Bestow,Audino,Normal,Status,0.0
Draining Kiss,Audino,Fairy,Special,50.0
Encore,Audino,Normal,Status,0.0
Heal Bell,Audino,Normal,Status,0.0
Healing Wish,Audino,Psychic,Status,0.0
Lucky Chant,Audino,Normal,Status,0.0
Sleep Talk,Audino,Normal,Status,0.0
Sweet Kiss,Audino,Fairy,Status,0.0
Wish,Audino,Normal,Status,0.0
Yawn,Audino,Normal,Status,0.0
After You,Audino,Normal,Status,0.0
Ally Switch,Audino,Psychic,Status,0.0
Covet,Audino,Normal,Physical,60.0
Drain Punch,Audino,Fighting,Physical,75.0
Fire Punch,Audino,Fire,Physical,75.0
Focus Punch,Audino,Fighting,Physical,150.0
Gravity,Audino,Psychic,Status,0.0
Heal Bell,Audino,Normal,Status,0.0
Helping Hand,Audino,Normal,Status,0.0
Hyper Voice,Audino,Normal,Special,90.0
Ice Punch,Audino,Ice,Physical,75.0
Icy Wind,Audino,Ice,Special,52.25
Iron Tail,Audino,Steel,Physical,75.0
Knock Off,Audino,Dark,Physical,65.0
Laser Focus,Audino,Normal,Status,0.0
Last Resort,Audino,Normal,Physical,140.0
Low Kick,Audino,Fighting,Physical,0.0
Magic Coat,Audino,Psychic,Status,0.0
Pain Split,Audino,Normal,Status,0.0
Role Play,Audino,Psychic,Status,0.0
Signal Beam,Audino,Bug,Special,75.0
Skill Swap,Audino,Psychic,Status,0.0
Snatch,Audino,Dark,Status,0.0
Snore,Audino,Normal,Special,50.0
Stomping Tantrum,Audino,Ground,Physical,75.0
Telekinesis,Audino,Psychic,Status,0.0
Throat Chop,Audino,Dark,Physical,80.0
Thunder Punch,Audino,Electric,Physical,75.0
Uproar,Audino,Normal,Special,90.0
Zen Headbutt,Audino,Psychic,Physical,72.0
Work Up,Audino,Normal,Status,0.0
Psyshock,Audino,Psychic,Special,80.0
Calm Mind,Audino,Psychic,Status,0.0
Toxic,Audino,Poison,Status,0.0
Hidden Power,Audino,Normal,Special,60.0
Sunny Day,Audino,Fire,Status,0.0
Ice Beam,Audino,Ice,Special,90.0
Blizzard,Audino,Ice,Special,77.0
Hyper Beam,Audino,Normal,Special,135.0
Light Screen,Audino,Psychic,Status,0.0
Protect,Audino,Normal,Status,0.0
Rain Dance,Audino,Water,Status,0.0
Safeguard,Audino,Normal,Status,0.0
Frustration,Audino,Normal,Physical,0.0
Solar Beam,Audino,Grass,Special,200.0
Thunderbolt,Audino,Electric,Special,90.0
Thunder,Audino,Electric,Special,77.0
Return,Audino,Normal,Physical,0.0
Psychic,Audino,Psychic,Special,90.0
Shadow Ball,Audino,Ghost,Special,80.0
Double Team,Audino,Normal,Status,0.0
Reflect,Audino,Psychic,Status,0.0
Flamethrower,Audino,Fire,Special,90.0
Fire Blast,Audino,Fire,Special,93.5
Facade,Audino,Normal,Physical,70.0
Rest,Audino,Psychic,Status,0.0
Attract,Audino,Normal,Status,0.0
Round,Audino,Normal,Special,60.0
Echoed Voice,Audino,Normal,Special,40.0
Fling,Audino,Dark,Physical,0.0
Charge Beam,Audino,Electric,Special,45.0
Thunder Wave,Audino,Electric,Status,0.0
Psych Up,Audino,Normal,Status,0.0
Dream Eater,Audino,Psychic,Special,100.0
Grass Knot,Audino,Grass,Special,0.0
Swagger,Audino,Normal,Status,0.0
Sleep Talk,Audino,Normal,Status,0.0
Substitute,Audino,Normal,Status,0.0
Trick Room,Audino,Psychic,Status,0.0
Wild Charge,Audino,Electric,Physical,90.0
Surf,Audino,Water,Special,90.0
Dazzling Gleam,Audino,Fairy,Special,80.0
Confide,Audino,Normal,Status,0.0
Dig,Audino,Ground,Physical,80.0
Flash,Audino,Normal,Status,0.0
Incinerate,Audino,Fire,Special,60.0
Power-Up Punch,Audino,Fighting,Physical,40.0
Retaliate,Audino,Normal,Physical,70.0
Leer,Timburr,Normal,Status,0.0
Pound,Timburr,Normal,Physical,40.0
Focus Energy,Timburr,Normal,Status,0.0
Bide,Timburr,Normal,Physical,0.0
Low Kick,Timburr,Fighting,Physical,0.0
Rock Throw,Timburr,Rock,Physical,45.0
Wake-Up Slap,Timburr,Fighting,Physical,70.0
Chip Away,Timburr,Normal,Physical,70.0
Bulk Up,Timburr,Fighting,Status,0.0
Rock Slide,Timburr,Rock,Physical,67.5
Dynamic Punch,Timburr,Fighting,Physical,50.0
Scary Face,Timburr,Normal,Status,0.0
Hammer Arm,Timburr,Fighting,Physical,90.0
Stone Edge,Timburr,Rock,Physical,80.0
Focus Punch,Timburr,Fighting,Physical,150.0
Superpower,Timburr,Fighting,Physical,120.0
Comet Punch,Timburr,Normal,Physical,15.3
Counter,Timburr,Fighting,Physical,0.0
Detect,Timburr,Fighting,Status,0.0
Drain Punch,Timburr,Fighting,Physical,75.0
Endure,Timburr,Normal,Status,0.0
Force Palm,Timburr,Fighting,Physical,60.0
Foresight,Timburr,Normal,Status,0.0
Mach Punch,Timburr,Fighting,Physical,40.0
Reversal,Timburr,Fighting,Physical,0.0
Smelling Salts,Timburr,Normal,Physical,70.0
Wide Guard,Timburr,Rock,Status,0.0
Block,Timburr,Normal,Status,0.0
Drain Punch,Timburr,Fighting,Physical,75.0
Fire Punch,Timburr,Fire,Physical,75.0
Focus Punch,Timburr,Fighting,Physical,150.0
Helping Hand,Timburr,Normal,Status,0.0
Ice Punch,Timburr,Ice,Physical,75.0
Knock Off,Timburr,Dark,Physical,65.0
Low Kick,Timburr,Fighting,Physical,0.0
Snore,Timburr,Normal,Special,50.0
Superpower,Timburr,Fighting,Physical,120.0
Thunder Punch,Timburr,Electric,Physical,75.0
Work Up,Timburr,Normal,Status,0.0
Toxic,Timburr,Poison,Status,0.0
Bulk Up,Timburr,Fighting,Status,0.0
Hidden Power,Timburr,Normal,Special,60.0
Sunny Day,Timburr,Fire,Status,0.0
Taunt,Timburr,Dark,Status,0.0
Protect,Timburr,Normal,Status,0.0
Rain Dance,Timburr,Water,Status,0.0
Frustration,Timburr,Normal,Physical,0.0
Smack Down,Timburr,Rock,Physical,50.0
Return,Timburr,Normal,Physical,0.0
Brick Break,Timburr,Fighting,Physical,75.0
Double Team,Timburr,Normal,Status,0.0
Rock Tomb,Timburr,Rock,Physical,57.0
Facade,Timburr,Normal,Physical,70.0
Rest,Timburr,Psychic,Status,0.0
Attract,Timburr,Normal,Status,0.0
Low Sweep,Timburr,Fighting,Physical,65.0
Round,Timburr,Normal,Special,60.0
Focus Blast,Timburr,Fighting,Special,84.0
Fling,Timburr,Dark,Physical,0.0
Brutal Swing,Timburr,Dark,Physical,60.0
Payback,Timburr,Dark,Physical,50.0
Stone Edge,Timburr,Rock,Physical,80.0
Rock Slide,Timburr,Rock,Physical,67.5
Poison Jab,Timburr,Poison,Physical,80.0
Grass Knot,Timburr,Grass,Special,0.0
Swagger,Timburr,Normal,Status,0.0
Sleep Talk,Timburr,Normal,Status,0.0
Substitute,Timburr,Normal,Status,0.0
Confide,Timburr,Normal,Status,0.0
Dig,Timburr,Ground,Physical,80.0
Retaliate,Timburr,Normal,Physical,70.0
Rock Smash,Timburr,Fighting,Physical,40.0
Secret Power,Timburr,Normal,Physical,70.0
Strength,Timburr,Normal,Physical,80.0
Bide,Gurdurr,Normal,Physical,0.0
Focus Energy,Gurdurr,Normal,Status,0.0
Leer,Gurdurr,Normal,Status,0.0
Pound,Gurdurr,Normal,Physical,40.0
Focus Energy,Gurdurr,Normal,Status,0.0
Bide,Gurdurr,Normal,Physical,0.0
Low Kick,Gurdurr,Fighting,Physical,0.0
Rock Throw,Gurdurr,Rock,Physical,45.0
Wake-Up Slap,Gurdurr,Fighting,Physical,70.0
Chip Away,Gurdurr,Normal,Physical,70.0
Bulk Up,Gurdurr,Fighting,Status,0.0
Rock Slide,Gurdurr,Rock,Physical,67.5
Dynamic Punch,Gurdurr,Fighting,Physical,50.0
Scary Face,Gurdurr,Normal,Status,0.0
Hammer Arm,Gurdurr,Fighting,Physical,90.0
Stone Edge,Gurdurr,Rock,Physical,80.0
Focus Punch,Gurdurr,Fighting,Physical,150.0
Superpower,Gurdurr,Fighting,Physical,120.0
Comet Punch,Gurdurr,Normal,Physical,15.3
Counter,Gurdurr,Fighting,Physical,0.0
Detect,Gurdurr,Fighting,Status,0.0
Drain Punch,Gurdurr,Fighting,Physical,75.0
Endure,Gurdurr,Normal,Status,0.0
Force Palm,Gurdurr,Fighting,Physical,60.0
Foresight,Gurdurr,Normal,Status,0.0
Mach Punch,Gurdurr,Fighting,Physical,40.0
Reversal,Gurdurr,Fighting,Physical,0.0
Smelling Salts,Gurdurr,Normal,Physical,70.0
Wide Guard,Gurdurr,Rock,Status,0.0
Block,Gurdurr,Normal,Status,0.0
Drain Punch,Gurdurr,Fighting,Physical,75.0
Fire Punch,Gurdurr,Fire,Physical,75.0
Focus Punch,Gurdurr,Fighting,Physical,150.0
Helping Hand,Gurdurr,Normal,Status,0.0
Ice Punch,Gurdurr,Ice,Physical,75.0
Knock Off,Gurdurr,Dark,Physical,65.0
Low Kick,Gurdurr,Fighting,Physical,0.0
Snore,Gurdurr,Normal,Special,50.0
Superpower,Gurdurr,Fighting,Physical,120.0
Thunder Punch,Gurdurr,Electric,Physical,75.0
Work Up,Gurdurr,Normal,Status,0.0
Toxic,Gurdurr,Poison,Status,0.0
Bulk Up,Gurdurr,Fighting,Status,0.0
Hidden Power,Gurdurr,Normal,Special,60.0
Sunny Day,Gurdurr,Fire,Status,0.0
Taunt,Gurdurr,Dark,Status,0.0
Protect,Gurdurr,Normal,Status,0.0
Rain Dance,Gurdurr,Water,Status,0.0
Frustration,Gurdurr,Normal,Physical,0.0
Smack Down,Gurdurr,Rock,Physical,50.0
Return,Gurdurr,Normal,Physical,0.0
Brick Break,Gurdurr,Fighting,Physical,75.0
Double Team,Gurdurr,Normal,Status,0.0
Rock Tomb,Gurdurr,Rock,Physical,57.0
Facade,Gurdurr,Normal,Physical,70.0
Rest,Gurdurr,Psychic,Status,0.0
Attract,Gurdurr,Normal,Status,0.0
Low Sweep,Gurdurr,Fighting,Physical,65.0
Round,Gurdurr,Normal,Special,60.0
Focus Blast,Gurdurr,Fighting,Special,84.0
Fling,Gurdurr,Dark,Physical,0.0
Brutal Swing,Gurdurr,Dark,Physical,60.0
Payback,Gurdurr,Dark,Physical,50.0
Stone Edge,Gurdurr,Rock,Physical,80.0
Rock Slide,Gurdurr,Rock,Physical,67.5
Poison Jab,Gurdurr,Poison,Physical,80.0
Grass Knot,Gurdurr,Grass,Special,0.0
Swagger,Gurdurr,Normal,Status,0.0
Sleep Talk,Gurdurr,Normal,Status,0.0
Substitute,Gurdurr,Normal,Status,0.0
Confide,Gurdurr,Normal,Status,0.0
Dig,Gurdurr,Ground,Physical,80.0
Retaliate,Gurdurr,Normal,Physical,70.0
Rock Smash,Gurdurr,Fighting,Physical,40.0
Secret Power,Gurdurr,Normal,Physical,70.0
Strength,Gurdurr,Normal,Physical,80.0
Bide,Conkeldurr,Normal,Physical,0.0
Focus Energy,Conkeldurr,Normal,Status,0.0
Leer,Conkeldurr,Normal,Status,0.0
Pound,Conkeldurr,Normal,Physical,40.0
Focus Energy,Conkeldurr,Normal,Status,0.0
Bide,Conkeldurr,Normal,Physical,0.0
Low Kick,Conkeldurr,Fighting,Physical,0.0
Rock Throw,Conkeldurr,Rock,Physical,45.0
Wake-Up Slap,Conkeldurr,Fighting,Physical,70.0
Chip Away,Conkeldurr,Normal,Physical,70.0
Bulk Up,Conkeldurr,Fighting,Status,0.0
Rock Slide,Conkeldurr,Rock,Physical,67.5
Dynamic Punch,Conkeldurr,Fighting,Physical,50.0
Scary Face,Conkeldurr,Normal,Status,0.0
Hammer Arm,Conkeldurr,Fighting,Physical,90.0
Stone Edge,Conkeldurr,Rock,Physical,80.0
Focus Punch,Conkeldurr,Fighting,Physical,150.0
Superpower,Conkeldurr,Fighting,Physical,120.0
Comet Punch,Conkeldurr,Normal,Physical,15.3
Counter,Conkeldurr,Fighting,Physical,0.0
Detect,Conkeldurr,Fighting,Status,0.0
Drain Punch,Conkeldurr,Fighting,Physical,75.0
Endure,Conkeldurr,Normal,Status,0.0
Force Palm,Conkeldurr,Fighting,Physical,60.0
Foresight,Conkeldurr,Normal,Status,0.0
Mach Punch,Conkeldurr,Fighting,Physical,40.0
Reversal,Conkeldurr,Fighting,Physical,0.0
Smelling Salts,Conkeldurr,Normal,Physical,70.0
Wide Guard,Conkeldurr,Rock,Status,0.0
Block,Conkeldurr,Normal,Status,0.0
Drain Punch,Conkeldurr,Fighting,Physical,75.0
Fire Punch,Conkeldurr,Fire,Physical,75.0
Focus Punch,Conkeldurr,Fighting,Physical,150.0
Helping Hand,Conkeldurr,Normal,Status,0.0
Ice Punch,Conkeldurr,Ice,Physical,75.0
Knock Off,Conkeldurr,Dark,Physical,65.0
Low Kick,Conkeldurr,Fighting,Physical,0.0
Snore,Conkeldurr,Normal,Special,50.0
Stomping Tantrum,Conkeldurr,Ground,Physical,75.0
Superpower,Conkeldurr,Fighting,Physical,120.0
Thunder Punch,Conkeldurr,Electric,Physical,75.0
Work Up,Conkeldurr,Normal,Status,0.0
